ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Sum of House Member,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,Money Spent,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Freq Purchased,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos
9058,1955,59,Bachelor,Divorced,79800.0,0,0,1,2012-09-23,65,1060,21,530,32,0,1867,224,1,5,11,5,3,21,1,0,1,1,0,0,1,4
5057,1961,53,Master,Married,61794.0,0,1,3,2013-09-14,74,264,47,188,54,47,611,11,2,4,4,10,2,18,0,0,0,0,0,0,0,0
254,1955,59,Bachelor,Married,53863.0,0,1,3,2014-05-17,4,399,4,30,6,4,473,30,3,7,1,7,7,15,0,1,0,0,0,0,0,1
4179,1959,55,Bachelor,Married,24221.0,0,0,2,2013-08-20,94,8,9,9,2,5,55,22,1,1,1,3,4,5,0,0,0,0,0,0,0,0
3710,1984,30,Doctoral,Single,39684.0,1,0,2,2012-10-12,41,19,0,35,6,4,81,17,2,2,1,2,7,5,0,0,0,0,0,1,1,1
7627,1975,39,Master,Married,92163.0,0,0,2,2012-12-12,25,817,183,797,106,163,2086,20,0,5,11,5,2,21,0,0,1,1,0,0,1,3
4501,1965,49,Master,Single,69882.0,0,0,1,2013-11-10,94,292,127,635,132,127,1478,165,1,3,7,9,1,19,0,0,0,0,0,0,0,0
6424,1977,37,Bachelor,Married,33178.0,1,0,3,2014-01-30,9,12,6,2,11,2,49,16,1,1,0,3,4,4,0,0,0,0,0,0,0,0
3075,1972,42,Doctoral,Married,59973.0,0,0,2,2013-09-11,47,130,30,168,20,34,382,0,1,3,4,7,1,14,0,0,0,0,0,0,0,0
4992,1975,39,Master,Married,17459.0,1,0,3,2013-09-19,12,6,4,16,3,10,69,30,3,3,1,2,7,6,0,0,0,0,0,0,1,1
5252,1969,45,Bachelor,Divorced,23910.0,1,0,2,2012-10-26,80,16,12,18,7,1,67,13,1,2,0,3,7,5,0,0,0,0,0,0,0,0
7444,1969,45,Master,Married,42169.0,1,1,4,2013-10-19,20,19,0,9,0,0,30,2,2,1,0,3,8,4,0,0,0,0,0,0,0,0
6919,1978,36,Master,Married,26224.0,1,0,3,2013-06-04,39,4,7,15,13,9,63,15,3,2,1,3,6,6,0,0,0,0,0,0,0,0
3537,1981,33,Bachelor,Married,31089.0,1,0,3,2012-08-17,57,31,3,31,2,8,79,4,3,3,0,4,8,7,0,0,0,0,0,0,0,0
10277,1961,53,Bachelor,Single,30081.0,0,1,2,2013-02-21,27,36,0,2,0,0,42,4,1,1,0,3,7,4,0,0,0,0,0,0,0,0
2453,1960,54,Bachelor,Married,62807.0,0,1,3,2012-08-31,83,526,28,135,10,21,819,99,3,5,3,12,5,20,0,0,0,0,0,0,0,0
7972,1955,59,Bachelor,Single,72906.0,0,0,1,2013-09-17,79,400,32,519,71,75,1151,54,1,3,4,9,1,16,0,0,0,0,0,0,0,0
895,1948,66,Doctoral,Married,61467.0,0,2,4,2012-12-09,69,410,16,114,0,5,594,49,3,5,2,10,5,17,0,0,0,0,0,0,0,0
1177,1966,48,Master,Married,49618.0,1,1,4,2013-01-26,77,80,3,26,4,2,129,14,4,3,1,3,7,7,0,0,0,0,0,0,0,0
7141,1986,28,Master,Single,21888.0,1,0,2,2012-12-29,15,88,10,46,2,3,213,64,4,5,1,2,10,8,0,0,0,0,0,0,1,1
7232,1973,41,Bachelor,Divorced,42429.0,0,1,2,2014-02-11,99,55,0,6,2,0,67,4,2,1,1,3,5,5,0,0,0,0,0,0,0,0
8477,1956,58,Bachelor,Divorced,26150.0,2,1,4,2013-03-11,61,5,1,13,3,5,28,1,1,1,0,3,7,4,0,0,0,0,0,0,0,0
2457,1975,39,Non-Graduate,Married,30801.0,0,1,3,2012-10-26,23,8,4,5,15,2,45,11,2,1,0,3,7,4,0,0,0,0,0,0,0,0
988,1965,49,Bachelor,Married,81168.0,0,0,2,2014-05-07,84,410,0,592,147,22,1193,22,1,6,4,7,3,17,0,0,0,1,0,0,0,1
7930,1969,45,Master,Single,26877.0,0,0,1,2013-08-19,74,101,13,76,20,18,268,40,2,3,1,6,6,10,0,0,0,0,0,0,0,0
4587,1944,70,Master,Divorced,45006.0,0,0,1,2013-07-18,90,162,25,53,16,0,266,10,1,3,1,7,3,11,0,0,0,0,0,0,0,0
6682,1973,41,Non-Graduate,Married,18978.0,1,0,3,2012-12-11,41,2,8,1,4,7,37,15,1,1,0,3,8,4,0,0,0,0,0,0,0,0
6222,1967,47,Bachelor,Married,22574.0,2,1,5,2013-10-28,28,25,0,8,2,0,37,2,2,2,0,3,7,5,0,0,0,0,0,0,0,0
10299,1969,45,Doctoral,Single,48240.0,0,0,1,2012-11-09,73,389,91,248,64,49,882,41,3,6,3,13,5,22,0,0,0,0,0,0,1,1
3083,1974,40,Bachelor,Married,45837.0,1,1,4,2013-07-26,88,215,13,87,17,17,373,24,5,6,2,5,7,13,0,0,0,0,0,0,0,0
8953,1965,49,Master,Single,35791.0,2,1,4,2013-05-06,94,27,0,5,0,0,35,3,2,1,0,3,8,4,0,0,0,0,0,0,0,0
1503,1976,38,Doctoral,Married,162397.0,1,1,4,2013-06-03,31,85,1,16,2,1,107,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8650,1978,36,Bachelor,Divorced,54162.0,1,1,3,2013-03-18,31,5,6,10,6,5,42,10,1,1,0,3,4,4,0,0,0,0,0,0,0,0
10862,1960,54,Master,Married,30522.0,0,1,3,2012-08-17,6,179,8,83,19,11,326,26,5,1,2,9,2,12,0,0,0,0,0,0,0,0
2782,1961,53,Doctoral,Married,54456.0,0,1,3,2013-07-11,23,352,0,27,10,0,404,15,3,6,1,7,6,14,0,0,0,0,0,0,0,0
6941,1971,43,Bachelor,Single,31632.0,0,0,1,2013-07-14,92,17,8,12,11,15,95,32,1,2,1,2,7,5,0,0,0,0,0,0,0,0
10972,1949,65,Bachelor,Divorced,72298.0,0,0,1,2014-03-10,52,625,35,169,58,17,939,35,1,4,3,6,1,13,0,1,1,0,0,0,0,2
10708,1978,36,Master,Single,36975.0,1,0,2,2013-12-28,50,10,6,11,0,4,33,2,1,1,0,3,7,4,0,0,0,0,0,0,0,0
6583,1955,59,Master,Married,72635.0,0,0,2,2013-06-03,54,390,22,323,104,35,981,107,1,6,8,6,3,20,0,0,0,1,0,0,0,1
3641,1976,38,Bachelor,Married,13624.0,1,0,3,2013-01-20,93,10,2,15,2,1,36,6,2,2,0,3,6,5,0,0,0,0,0,0,0,0
10156,1975,39,Bachelor,Single,84196.0,0,1,2,2013-06-03,56,215,63,507,231,31,1237,190,1,8,4,7,3,19,0,0,0,0,0,0,0,0
4299,1960,54,Bachelor,Married,70971.0,0,1,3,2012-09-21,28,1001,17,572,93,125,1825,17,7,11,11,5,7,27,0,0,0,0,0,0,1,1
3469,1977,37,Doctoral,Divorced,34487.0,1,1,3,2012-09-06,94,19,18,33,24,1,103,8,3,3,0,3,9,6,0,0,0,0,0,0,0,0
5063,1977,37,Bachelor,Single,28769.0,1,0,2,2012-12-18,76,41,5,129,10,3,191,3,3,4,1,4,9,9,0,0,0,0,0,0,0,0
10727,1970,44,Doctoral,Married,69084.0,1,0,3,2013-11-19,43,1181,107,199,39,30,1586,30,2,7,3,13,8,23,0,0,0,0,0,0,0,0
9624,1958,56,Doctoral,Married,65488.0,0,0,2,2014-06-13,46,603,45,207,36,18,963,54,1,3,4,6,1,13,0,0,0,0,0,0,0,0
5156,1970,44,Master,Married,62466.0,0,1,3,2014-01-15,13,129,129,259,168,121,889,83,5,6,3,12,4,21,0,0,0,0,0,0,0,0
4376,1960,54,Master,Single,32218.0,0,0,1,2014-02-15,27,10,24,15,13,1,93,30,1,2,1,3,7,6,1,0,0,0,0,0,1,2
8923,1973,41,Bachelor,Single,83917.0,0,0,1,2013-04-18,12,514,22,732,42,198,1587,79,1,6,7,7,3,20,0,0,0,0,0,0,1,1
8461,1962,52,Bachelor,Divorced,46102.0,2,1,4,2014-03-10,3,14,0,1,0,0,16,1,1,1,0,2,7,3,0,0,0,0,0,0,0,0
6945,1952,62,Bachelor,Single,84574.0,0,0,1,2013-06-04,72,387,20,713,38,54,1375,163,1,9,11,11,5,31,0,0,0,0,0,0,0,0
944,1962,52,Bachelor,Married,56181.0,0,1,3,2013-01-08,6,121,103,69,8,44,393,48,1,4,2,7,4,13,0,0,0,0,0,0,0,0
1907,1950,64,Master,Divorced,63120.0,0,1,2,2012-09-28,53,965,69,279,54,41,1477,69,5,8,4,9,7,21,0,0,0,0,0,0,1,1
701,1971,43,Bachelor,Married,73691.0,0,1,3,2013-11-06,58,707,21,250,85,43,1179,73,2,6,2,8,2,16,1,0,0,0,0,0,0,1
3856,1960,54,Bachelor,Married,63381.0,0,1,3,2012-10-05,78,571,50,142,33,50,1005,159,4,4,5,13,2,22,0,0,0,0,0,0,0,0
4149,1948,66,Doctoral,Married,76140.0,0,0,2,2014-05-13,57,586,66,653,17,0,1348,26,1,5,9,6,2,20,0,0,0,0,0,0,0,0
2131,1959,55,Doctoral,Divorced,62859.0,0,1,2,2012-12-30,37,1063,89,102,16,12,1307,25,4,9,4,6,6,19,0,0,0,0,0,0,0,0
2942,1964,50,Bachelor,Single,45906.0,0,1,2,2013-05-07,20,305,3,27,4,3,486,144,2,5,4,4,5,13,1,0,0,0,0,0,0,1
1173,1947,67,Master,Married,77632.0,0,0,2,2013-03-10,73,1200,105,758,0,42,2252,147,1,4,2,6,2,12,0,1,1,0,0,0,1,3
4381,1971,43,Doctoral,Married,46463.0,1,1,4,2013-08-18,56,163,2,40,8,11,235,11,7,3,1,6,6,10,0,0,0,0,0,0,0,0
4611,1970,44,Bachelor,Married,105471.0,0,0,2,2013-01-21,36,1009,181,104,202,21,1724,207,0,9,8,13,3,30,0,0,1,1,0,0,1,3
3376,1970,44,Master,Divorced,55282.0,1,0,2,2013-12-13,9,125,6,73,8,4,235,19,1,3,1,6,4,10,0,0,0,0,0,0,0,0
4679,1977,37,Master,Married,78710.0,0,1,3,2014-05-23,42,721,0,152,119,50,1092,50,3,7,6,12,4,25,0,0,0,0,0,0,0,0
10928,1958,56,Bachelor,Married,66886.0,0,1,3,2013-09-16,28,315,4,62,41,31,599,146,2,7,1,7,5,15,0,0,0,0,0,0,0,0
4248,1960,54,Master,Single,98777.0,0,0,1,2014-02-17,23,1000,19,711,125,115,2008,38,0,4,6,9,1,19,0,1,0,0,0,0,0,1
6728,1985,29,Bachelor,Married,29103.0,1,0,3,2012-08-27,38,16,0,17,6,3,48,6,2,1,0,3,9,4,0,0,0,0,0,0,0,0
6661,1974,40,Bachelor,Married,67445.0,0,1,3,2012-08-12,63,757,80,217,29,80,1174,11,5,9,6,12,6,27,0,0,0,0,0,0,0,0
4725,1950,64,Doctoral,Married,50616.0,0,1,3,2014-04-13,71,30,2,25,0,1,67,9,1,1,1,4,2,6,0,0,0,0,0,0,0,0
3277,1955,59,Bachelor,Divorced,49431.0,0,1,2,2012-08-03,9,219,3,100,26,0,365,17,2,7,1,5,8,13,0,0,0,0,0,0,0,0
2564,1953,61,Bachelor,Married,61278.0,0,1,3,2014-01-04,87,111,3,28,2,6,165,15,2,3,1,4,6,8,0,0,0,0,0,0,0,0
946,1958,56,Master,Married,26490.0,0,0,2,2012-09-22,92,45,47,52,21,20,210,25,2,3,1,5,6,9,0,0,0,0,0,0,0,0
3867,1947,67,Doctoral,Married,73059.0,0,1,3,2013-08-31,36,410,112,420,0,82,1095,71,1,9,3,13,4,25,0,0,0,0,0,0,0,0
6940,1966,48,Doctoral,Single,46734.0,1,2,4,2013-10-21,86,100,1,39,6,1,223,76,4,3,2,3,6,8,1,0,0,0,0,0,0,1
55,1963,51,Bachelor,Married,56253.0,0,1,3,2012-12-07,83,509,0,65,7,11,597,5,4,7,2,9,6,18,0,0,0,0,0,0,0,0
7093,1985,29,Bachelor,Married,19986.0,1,0,3,2013-11-14,74,3,6,5,0,2,22,6,1,0,0,3,7,3,0,0,0,0,0,0,0,0
5084,1975,39,Bachelor,Divorced,58330.0,0,1,2,2013-12-25,87,445,53,213,104,98,1064,151,1,6,4,13,4,23,0,0,0,0,0,0,0,0
1777,1980,34,Non-Graduate,Married,25965.0,0,0,2,2012-09-07,29,2,2,11,41,7,74,11,1,2,0,3,8,5,0,0,0,0,0,0,0,0
8162,1956,58,Master,Married,14661.0,0,0,2,2013-01-01,88,4,1,11,6,2,26,2,1,1,0,3,6,4,0,0,0,0,0,0,0,0
10826,1959,55,Bachelor,Married,18690.0,0,0,2,2012-12-28,77,6,1,7,23,4,60,19,1,1,1,2,8,4,0,0,0,0,0,0,0,0
8754,1974,40,Doctoral,Married,45068.0,0,1,3,2013-05-16,25,14,0,3,0,0,20,3,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1987,1987,27,Non-Graduate,Single,21063.0,1,0,2,2013-09-25,34,1,10,11,19,3,59,15,2,2,0,3,6,5,0,0,0,0,0,0,0,0
11007,1968,46,Doctoral,Married,29187.0,1,0,3,2013-05-09,43,26,0,6,0,0,34,2,1,1,0,3,8,4,0,0,0,0,0,0,0,0
7426,1971,43,Master,Married,54690.0,1,1,4,2013-11-07,76,111,16,37,7,9,198,18,3,3,1,5,3,9,0,0,0,0,0,0,0,0
9153,1964,50,Doctoral,Married,59304.0,0,1,3,2013-07-29,81,418,61,428,80,51,1048,10,3,7,8,10,5,25,0,0,0,0,0,0,0,0
10379,1962,52,Master,Single,59247.0,0,2,3,2013-11-08,87,327,9,122,19,14,574,83,5,5,2,9,6,16,0,0,0,0,0,0,0,0
9204,1970,44,Bachelor,Divorced,66731.0,0,1,2,2012-09-12,33,371,159,194,58,106,1029,141,4,4,3,6,3,13,0,0,0,0,0,0,0,0
3197,1980,34,Bachelor,Married,77353.0,0,1,3,2013-12-16,38,275,59,107,69,101,670,59,2,6,4,8,4,18,0,0,0,0,0,0,0,0
2920,1975,39,Doctoral,Single,52614.0,0,1,2,2012-12-01,63,789,0,142,12,9,990,38,2,2,4,8,8,14,0,0,0,0,0,0,0,0
6961,1974,40,Bachelor,Married,26751.0,2,0,4,2014-05-22,26,1,1,5,0,3,11,1,1,1,0,2,8,3,0,0,0,0,0,0,0,0
4673,1963,51,Doctoral,Married,81300.0,0,1,3,2012-10-30,17,1004,12,145,32,12,1241,36,3,10,3,5,5,18,0,0,0,1,0,0,1,2
9937,1979,35,Bachelor,Single,70337.0,0,0,1,2014-01-02,75,187,81,149,25,43,576,91,1,2,2,12,1,16,0,0,0,0,0,0,0,0
8779,1985,29,Master,Married,36145.0,1,0,3,2013-06-16,13,56,4,76,17,1,172,18,4,4,1,3,9,8,1,0,0,0,0,0,1,2
9596,1980,34,Doctoral,Single,65295.0,0,0,1,2013-12-23,19,365,32,117,34,110,664,6,1,3,3,13,2,19,0,0,0,0,0,0,0,0
2891,1963,51,Bachelor,Divorced,68118.0,0,1,2,2013-10-18,51,595,23,123,10,23,928,154,2,8,9,4,6,21,0,0,0,0,0,0,0,0
4910,1967,47,Bachelor,Divorced,68743.0,0,0,1,2012-08-30,81,1132,134,384,175,134,2074,115,1,11,5,13,7,29,0,0,0,0,0,0,0,0
75,1982,32,Master,Married,41039.0,0,0,2,2013-07-25,32,34,11,137,179,61,467,45,1,8,1,5,8,14,0,0,0,0,0,0,0,0
10120,1955,59,Bachelor,Married,38946.0,0,1,3,2013-10-24,84,116,6,82,6,6,257,41,2,3,1,6,5,10,0,0,0,0,0,0,0,0
6327,1967,47,Bachelor,Married,65777.0,0,0,2,2013-12-19,87,565,32,435,28,32,1146,54,1,2,8,6,1,16,0,0,0,0,0,0,0,0
10142,1976,38,Doctoral,Divorced,66476.0,0,1,2,2013-03-07,99,372,18,126,47,48,689,78,2,5,2,11,4,18,0,0,0,0,0,0,0,0
9826,1972,42,Doctoral,Single,86857.0,0,0,1,2012-09-12,96,899,102,838,133,102,2114,40,1,5,6,10,2,21,0,0,0,0,0,0,1,1
1501,1982,32,Doctoral,Married,160803.0,0,0,2,2012-08-04,21,55,16,1622,17,3,1717,4,15,0,28,1,0,29,0,0,0,0,0,0,0,0
10767,1989,25,Doctoral,Married,77845.0,0,0,2,2014-05-16,40,760,40,480,0,40,1346,26,1,3,5,12,1,20,0,0,1,1,0,0,0,2
7279,1969,45,Doctoral,Married,69476.0,0,0,2,2013-09-30,3,260,86,559,63,9,1044,67,1,4,6,4,2,14,0,0,0,0,0,0,0,0
7230,1960,54,Doctoral,Divorced,50611.0,0,1,2,2012-10-04,98,459,0,24,6,0,493,4,6,4,5,7,6,16,0,1,0,0,0,0,1,2
143,1970,44,Bachelor,Single,61209.0,0,0,1,2013-08-25,73,466,0,224,119,49,957,99,1,5,3,4,2,12,0,0,0,0,0,0,0,0
450,1958,56,Master,Married,42315.0,0,1,3,2013-07-12,90,67,15,80,17,11,270,80,3,1,4,4,3,9,0,0,0,0,0,0,0,0
9316,1952,62,Non-Graduate,Married,13084.0,0,0,2,2013-11-02,29,2,0,7,3,7,29,10,1,1,0,3,6,4,0,0,0,0,0,0,0,0
6379,1949,65,Master,Divorced,47570.0,1,1,3,2013-05-29,3,67,1,20,0,2,121,31,3,2,2,2,7,6,0,0,0,0,0,0,1,1
9239,1961,53,Master,Married,61923.0,0,2,4,2013-07-26,94,92,4,18,3,3,126,6,1,2,1,4,3,7,0,0,0,0,0,0,0,0
8315,1995,19,Bachelor,Single,34824.0,0,0,1,2014-03-26,65,4,2,11,2,0,23,4,1,1,0,2,6,3,0,0,0,0,0,0,0,0
2868,1949,65,Doctoral,Single,26518.0,1,1,3,2013-04-08,33,20,1,28,3,3,57,2,3,2,0,3,8,5,0,0,0,0,0,0,1,1
10888,1961,53,Bachelor,Single,45938.0,0,0,1,2013-11-03,46,273,11,178,62,83,636,29,2,8,4,6,6,18,0,0,0,0,0,0,0,0
1277,1960,54,Bachelor,Married,78468.0,0,0,2,2014-04-09,29,434,22,388,104,22,1004,34,1,10,7,10,4,27,0,0,0,1,0,0,0,1
9977,1973,41,Bachelor,Divorced,78901.0,0,1,2,2013-09-17,99,321,11,309,33,26,734,34,3,9,3,5,4,17,0,0,0,0,0,0,0,0
10196,1978,36,Bachelor,Married,71427.0,2,0,4,2014-03-12,26,212,123,177,15,64,614,23,2,8,2,8,4,18,0,0,0,0,0,0,0,0
6384,1978,36,Bachelor,Divorced,71022.0,0,1,2,2014-02-11,30,909,12,278,0,12,1453,242,3,5,2,11,8,18,1,0,0,0,0,0,0,1
8029,1988,26,Master,Single,90247.0,0,0,1,2014-04-29,27,1184,32,352,21,16,1621,16,1,3,4,7,1,14,0,1,1,1,0,0,1,4
968,1968,46,Master,Divorced,41335.0,1,0,2,2013-12-26,24,112,19,21,16,14,187,5,3,4,1,4,7,9,0,0,0,0,0,0,0,0
6988,1986,28,Bachelor,Married,71952.0,1,0,3,2013-01-10,93,656,80,455,52,107,1443,93,2,8,4,8,4,20,1,0,1,0,0,0,0,2
4472,1970,44,Doctoral,Divorced,35682.0,1,0,2,2014-06-27,34,23,0,8,6,2,57,18,1,1,1,3,2,5,0,0,0,0,0,0,0,0
6991,1951,63,Bachelor,Divorced,43185.0,0,1,2,2013-04-10,88,537,6,42,16,6,637,30,2,9,3,6,8,18,0,0,0,0,0,0,0,0
3336,1948,66,Doctoral,Married,66375.0,0,1,3,2013-11-21,96,712,0,45,0,0,948,191,3,2,4,5,7,11,1,0,0,0,0,0,0,1
4301,1971,43,Master,Married,35178.0,1,0,3,2013-01-10,10,23,1,13,2,2,59,18,1,1,1,2,7,4,1,0,0,0,0,0,1,2
1940,1986,28,Bachelor,Married,25252.0,1,0,3,2013-07-12,26,1,3,4,2,2,18,6,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1272,1965,49,Master,Single,55250.0,0,1,2,2012-10-21,49,664,58,83,32,0,903,66,4,7,5,10,5,22,0,0,0,0,0,0,0,0
1388,1975,39,Bachelor,Single,33249.0,1,0,2,2013-02-20,11,6,10,21,19,14,112,42,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1044,1953,61,Bachelor,Married,58398.0,0,0,2,2013-05-14,44,299,5,201,21,21,596,49,3,5,4,8,4,17,0,0,0,0,0,0,0,0
6969,1982,32,Bachelor,Married,50272.0,1,0,3,2013-08-07,75,99,13,66,43,8,233,4,3,4,1,5,7,10,0,0,0,0,0,0,0,0
10479,1975,39,Doctoral,Married,76618.0,0,0,2,2012-12-07,64,749,40,294,121,160,1511,147,1,3,2,5,1,10,0,0,0,0,0,0,0,0
3619,1960,54,Master,Divorced,87305.0,0,0,1,2012-09-23,19,345,25,501,63,138,1152,80,1,5,3,8,2,16,0,0,1,0,0,0,1,2
1715,1978,36,Bachelor,Married,25851.0,1,0,3,2013-02-11,45,9,4,18,7,5,48,5,2,2,0,3,7,5,0,0,0,0,0,0,0,0
10159,1970,44,Bachelor,Divorced,58710.0,0,1,2,2013-03-31,77,440,81,368,0,122,1185,174,6,11,5,9,6,25,0,0,0,0,0,0,0,0
1463,1958,56,Bachelor,Single,45160.0,1,1,3,2014-03-29,9,8,2,5,3,0,21,3,1,1,0,2,7,3,0,0,0,0,0,0,0,0
5114,1965,49,Master,Married,74806.0,0,1,3,2012-12-19,1,670,9,249,0,28,965,9,2,5,4,5,4,14,0,0,0,0,0,0,0,0
4990,1954,60,Bachelor,Married,59111.0,0,0,2,2013-05-02,90,524,0,134,28,28,869,155,1,11,1,8,7,20,0,0,0,0,0,0,0,0
4329,1984,30,Doctoral,Married,18988.0,1,0,3,2014-05-23,43,6,0,6,2,1,16,1,2,1,0,3,7,4,0,0,0,0,0,0,0,0
10936,1965,49,Bachelor,Married,72190.0,0,0,2,2013-02-13,79,597,166,597,172,166,1947,249,1,5,6,4,3,15,0,0,0,0,0,0,0,0
4692,1976,38,Bachelor,Married,7500.0,1,0,3,2012-08-01,19,7,0,12,13,7,71,32,5,4,1,2,9,7,1,0,0,0,0,0,1,2
7212,1966,48,Bachelor,Married,44794.0,0,1,3,2014-06-08,99,54,0,7,0,0,65,4,1,2,0,3,6,5,0,0,0,0,0,0,0,0
6086,1955,59,Bachelor,Married,80395.0,0,0,2,2013-11-23,62,445,25,706,80,76,1380,48,1,6,5,12,2,23,0,0,0,1,0,0,0,1
437,1976,38,Master,Divorced,75012.0,0,0,1,2014-01-25,41,294,142,218,164,58,1027,151,1,3,8,11,1,22,0,0,0,0,0,0,0,0
11171,1965,49,Master,Married,56962.0,2,1,5,2013-10-11,60,292,3,77,10,3,411,26,7,6,3,5,7,14,0,0,0,0,0,0,0,0
11101,1991,23,Bachelor,Married,89891.0,0,0,2,2013-04-15,17,412,22,132,59,28,836,183,1,11,6,8,4,25,0,0,1,0,0,0,0,1
5329,1949,65,Doctoral,Divorced,35946.0,1,1,3,2013-09-27,24,8,0,3,0,0,11,0,1,0,0,3,5,3,0,0,0,0,0,0,0,0
610,1953,61,Doctoral,Married,53593.0,1,1,4,2012-08-07,60,349,4,78,6,0,480,43,8,7,2,6,8,15,0,0,0,0,0,0,0,0
9384,1978,36,Bachelor,Married,66373.0,1,1,4,2013-06-12,57,328,9,124,12,24,606,109,7,4,2,10,3,16,0,0,0,0,0,0,0,0
5956,1948,66,Doctoral,Divorced,45072.0,1,2,4,2013-10-16,74,144,2,99,7,2,284,30,5,6,1,4,8,11,0,0,0,0,0,0,0,0
10430,1973,41,Bachelor,Divorced,89694.0,1,1,3,2013-10-09,22,1126,28,211,37,28,1472,42,3,4,3,4,5,11,0,1,1,1,0,0,0,3
7875,1949,65,Bachelor,Married,72025.0,0,0,2,2014-04-29,46,967,0,617,43,50,1677,0,1,4,8,13,2,25,0,1,1,1,0,0,1,4
7072,1973,41,Bachelor,Married,67432.0,0,1,3,2013-03-29,69,432,79,341,177,136,1335,170,2,8,5,4,4,17,0,0,0,0,0,0,0,0
6255,1952,62,Master,Married,70545.0,0,1,3,2014-06-03,29,138,39,63,55,18,334,21,1,4,1,7,2,12,0,0,0,0,0,0,0,0
6516,1989,25,Non-Graduate,Married,17487.0,1,0,3,2013-03-18,37,0,0,1,7,4,18,6,1,1,0,2,7,3,0,0,0,0,0,0,0,0
5564,1969,45,Bachelor,Married,62882.0,0,1,3,2012-08-09,26,509,133,497,78,24,1338,97,2,7,5,6,4,18,0,0,0,0,0,0,0,0
5682,1953,61,Doctoral,Single,64108.0,0,1,2,2013-03-23,8,948,10,86,13,21,1099,21,4,6,9,11,5,26,0,0,0,0,0,0,0,0
7458,1956,58,Master,Married,34941.0,1,1,4,2013-03-06,26,39,2,25,4,3,97,24,2,3,0,3,8,6,0,0,0,0,0,0,0,0
5237,1950,64,Doctoral,Single,48767.0,1,2,4,2014-01-01,79,28,1,21,3,0,63,10,3,2,1,3,5,6,0,0,0,0,0,0,0,0
7761,1978,36,Master,Married,38702.0,1,0,3,2013-08-01,71,13,11,24,13,8,109,40,2,3,0,4,6,7,0,0,0,0,0,0,0,0
5278,1964,50,Bachelor,Married,82224.0,0,0,2,2014-01-25,83,307,26,360,138,31,902,40,1,6,9,5,3,20,0,0,0,1,0,0,0,1
3560,1952,62,Bachelor,Married,83844.0,0,0,2,2013-05-12,57,901,31,345,75,31,1574,191,1,4,4,11,1,19,0,0,1,0,0,0,0,1
7235,1975,39,Master,Married,17003.0,1,0,3,2013-12-09,37,2,5,12,4,8,38,7,3,2,0,4,5,6,0,0,0,0,0,0,0,0
10548,1995,19,Bachelor,Single,71163.0,0,0,1,2014-03-09,30,283,17,372,138,106,960,44,1,3,8,12,1,23,0,0,0,0,0,0,0,0
2281,1970,44,Bachelor,Single,33697.0,1,0,2,2013-09-15,34,4,3,7,0,3,28,11,1,1,0,2,7,3,1,0,0,0,0,0,0,1
4073,1954,60,Master,Married,63564.0,0,0,2,2014-01-29,0,769,80,252,15,34,1215,65,1,10,10,7,6,27,1,0,0,0,0,0,1,2
6974,1972,42,Doctoral,Married,83443.0,0,0,2,2013-12-31,89,518,42,742,55,56,1497,84,1,6,10,5,2,21,0,0,0,0,0,0,0,0
7938,1958,56,Doctoral,Married,51518.0,0,1,3,2013-10-03,92,350,8,66,17,4,449,4,2,3,2,10,3,15,0,0,0,0,0,0,0,0
7094,1975,39,Bachelor,Divorced,58330.0,0,1,2,2013-12-25,87,445,53,213,104,98,1064,151,1,6,4,13,4,23,0,0,0,0,0,0,0,0
3667,1969,45,Bachelor,Married,80952.0,0,0,2,2013-02-28,20,778,178,689,41,27,1757,44,1,8,5,11,8,24,0,1,1,1,0,0,1,4
7723,1979,35,Bachelor,Married,75507.0,0,0,2,2014-05-02,56,709,93,374,104,80,1440,80,1,8,6,6,3,20,0,0,0,0,0,0,0,0
3870,1978,36,Master,Married,63855.0,0,0,2,2013-02-09,28,359,35,314,93,116,1006,89,1,7,3,13,4,23,0,0,0,0,0,0,0,0
4012,1972,42,Doctoral,Married,62220.0,0,1,3,2012-08-11,55,799,12,375,16,12,1226,12,5,7,6,5,6,18,0,0,0,0,0,0,1,1
5909,1964,50,Bachelor,Married,58512.0,0,1,3,2013-09-19,25,895,10,101,13,0,1171,152,5,3,4,8,8,15,0,0,0,0,0,0,0,0
10470,1979,35,Master,Married,40662.0,1,0,3,2013-03-15,0,40,2,23,0,4,92,23,2,2,1,3,4,6,0,0,0,0,0,0,0,0
6488,1959,55,Doctoral,Married,38829.0,0,1,3,2014-04-06,86,76,0,7,0,0,99,16,1,3,2,2,5,7,0,0,0,0,0,0,0,0
10270,1981,33,Master,Married,35523.0,1,0,3,2013-10-03,8,11,5,22,12,5,66,11,2,3,0,3,7,6,0,0,0,0,0,0,0,0
